intervention,seed,round,target_class,holder_client_id,local_recall_holder_own_rows,local_recall_holder_validation,logit_margin_holder_post_local,global_recall_post_intervention_validation,conditional_retention,logit_margin_post_intervention,delta_margin,logit_margin_retention_ratio_secondary,holder_update_norm,cosine_holder_vs_realized_aggregate,holder_weighted_sum_norm_baseline,nonholder_weighted_sum_norm_baseline,nonholder_over_holder_contribution_ratio_baseline,intervention_c_macro_f1_all_classes,intervention_c_flagged_invalid
C,11,45,Replay,1,0.9800221975582686,0.9944700460829493,1.0669012069702148,0.48663594470046084,1,-0.007858066819608212,-1.074759273789823,-0.007365318145926129,0.08117986470460892,-0.7852448206164401,0.013800342567265034,0.1264905333518982,9.165753149631142,0.43202907977794003,False
C,11,45,Replay,4,0.990990990990991,0.9944700460829493,1.3621073961257935,0.48663594470046084,1,-0.007858066819608212,-1.3699654629454017,-0.005769050841335057,0.1318468302488327,-0.5176016047114126,0.013800342567265034,0.1264905333518982,9.165753149631142,0.43202907977794003,False
C,11,45,Replay,10,0.38610240334378265,0.4608294930875576,-0.07386141270399094,0.48663594470046084,1,-0.007858066819608212,0.06600334588438272,nan,0.09083643555641174,-0.6168779160710622,0.013800342567265034,0.1264905333518982,9.165753149631142,0.43202907977794003,False
0,22,1,Manipulation,2,0.9952696310312205,0.9948612538540597,0.3771021366119385,0.0,0,-2.619657039642334,-2.9967591762542725,-6.946810387176681,0.09655553102493286,-0.4822148061821633,0.007627084851264954,0.28443464636802673,37.29270775332376,,
0,22,1,Manipulation,13,1.0,1.0,4.543319225311279,0.0,0,-2.619657039642334,-7.162976264953613,-0.5765954161987928,0.13599006831645966,-0.7092086548467188,0.007627084851264954,0.28443464636802673,37.29270775332376,,
A,22,1,Manipulation,2,0.9952696310312205,0.9948612538540597,0.3771021366119385,0.0,0,-0.7120174169540405,-1.089119553565979,-1.8881288325522023,0.09655553102493286,0.9018329975609052,0.007627084851264954,0.28443464636802673,37.29270775332376,,
A,22,1,Manipulation,13,1.0,1.0,4.543319225311279,0.0,0,-0.7120174169540405,-5.25533664226532,-0.15671745295539025,0.13599006831645966,0.9762780688603556,0.007627084851264954,0.28443464636802673,37.29270775332376,,
B,22,1,Manipulation,2,0.9952696310312205,0.9948612538540597,0.3771021366119385,0.22199383350462487,1,-0.08157733827829361,-0.4586794748902321,-0.21632690552013964,0.09655553102493286,0.9018329975609052,0.007627084851264954,0.28443464636802673,37.29270775332376,,
B,22,1,Manipulation,13,1.0,1.0,4.543319225311279,0.22199383350462487,1,-0.08157733827829361,-4.624896563589573,-0.01795544936041875,0.13599006831645966,0.9762780688603556,0.007627084851264954,0.28443464636802673,37.29270775332376,,
C,22,1,Manipulation,2,0.9952696310312205,0.9948612538540597,0.3771021366119385,1.0,1,1.0723193883895874,0.6952172517776489,2.8435781298504565,0.09655553102493286,-0.4822148061821633,0.007627084851264954,0.28443464636802673,37.29270775332376,0.018824107340486125,True
C,22,1,Manipulation,13,1.0,1.0,4.543319225311279,1.0,1,1.0723193883895874,-3.470999836921692,0.23602114119905782,0.13599006831645966,-0.7092086548467188,0.007627084851264954,0.28443464636802673,37.29270775332376,0.018824107340486125,True
0,22,1,Replay,1,1.0,1.0,2.731963634490967,0.0,0,-3.0039918422698975,-5.735955476760864,-1.0995724117058447,0.12076109647750854,-0.7140750485008338,0.017581472173333168,0.2560640275478363,14.564424697962629,,
0,22,1,Replay,4,0.9898648648648649,0.9935483870967742,1.6473652124404907,0.0,0,-3.0039918422698975,-4.651357054710388,-1.8235129767124505,0.17065981030464172,-0.244320598417042,0.017581472173333168,0.2560640275478363,14.564424697962629,,
0,22,1,Replay,10,0.6745036572622779,0.7050691244239631,0.058511074632406235,0.0,0,-3.0039918422698975,-3.0625029169023037,-51.34056862128016,0.11556795984506607,-0.6390271034559335,0.017581472173333168,0.2560640275478363,14.564424697962629,,
A,22,1,Replay,1,1.0,1.0,2.731963634490967,0.0,0,-1.1470379829406738,-3.8790016174316406,-0.4198584375206721,0.12076109647750854,0.8343326312961352,0.017581472173333168,0.2560640275478363,14.564424697962629,,
A,22,1,Replay,4,0.9898648648648649,0.9935483870967742,1.6473652124404907,0.0,0,-1.1470379829406738,-2.7944031953811646,-0.6962863937386375,0.17065981030464172,0.9549570196104004,0.017581472173333168,0.2560640275478363,14.564424697962629,,
A,22,1,Replay,10,0.6745036572622779,0.7050691244239631,0.058511074632406235,0.0,0,-1.1470379829406738,-1.20554905757308,-19.603775697966572,0.11556795984506607,0.9143968988518362,0.017581472173333168,0.2560640275478363,14.564424697962629,,
B,22,1,Replay,1,1.0,1.0,2.731963634490967,0.0,0,-1.437374234199524,-4.169337868690491,-0.5261322720598156,0.12076109647750854,0.8343326312961352,0.017581472173333168,0.2560640275478363,14.564424697962629,,
B,22,1,Replay,4,0.9898648648648649,0.9935483870967742,1.6473652124404907,0.0,0,-1.437374234199524,-3.0847394466400146,-0.872529189851062,0.17065981030464172,0.9549570196104004,0.017581472173333168,0.2560640275478363,14.564424697962629,,
B,22,1,Replay,10,0.6745036572622779,0.7050691244239631,0.058511074632406235,0.0,0,-1.437374234199524,-1.4958853088319302,-24.5658491700892,0.11556795984506607,0.9143968988518362,0.017581472173333168,0.2560640275478363,14.564424697962629,,
C,22,1,Replay,1,1.0,1.0,2.731963634490967,0.83963133640553,1,0.32554739713668823,-2.4064162373542786,0.11916241967010877,0.12076109647750854,-0.7140750485008338,0.017581472173333168,0.2560640275478363,14.564424697962629,0.24229824149100557,False
C,22,1,Replay,4,0.9898648648648649,0.9935483870967742,1.6473652124404907,0.83963133640553,1,0.32554739713668823,-1.3218178153038025,0.19761701575232715,0.17065981030464172,-0.244320598417042,0.017581472173333168,0.2560640275478363,14.564424697962629,0.24229824149100557,False
C,22,1,Replay,10,0.6745036572622779,0.7050691244239631,0.058511074632406235,0.83963133640553,1,0.32554739713668823,0.267036322504282,5.56385947757631,0.11556795984506607,-0.6390271034559335,0.017581472173333168,0.2560640275478363,14.564424697962629,0.24229824149100557,False
0,22,5,Manipulation,2,0.0,0.0,-1.1615163087844849,0.0,0,-6.58785343170166,-5.426337122917175,nan,0.10914013534784317,-0.8883085654038163,0.008541824296116829,0.20844364166259766,24.402707716354872,,
0,22,5,Manipulation,13,1.0,1.0,2.1431751251220703,0.0,0,-6.58785343170166,-8.73102855682373,-3.0738754637824712,0.14220431447029114,-0.9112799862520413,0.008541824296116829,0.20844364166259766,24.402707716354872,,
A,22,5,Manipulation,2,0.0,0.0,-1.1615163087844849,0.0,0,-3.684213161468506,-2.522696852684021,nan,0.10914013534784317,0.9855047438511801,0.008541824296116829,0.20844364166259766,24.402707716354872,,
A,22,5,Manipulation,13,1.0,1.0,2.1431751251220703,0.0,0,-3.684213161468506,-5.827388286590576,-1.7190443833929163,0.14220431447029114,0.9957689646844545,0.008541824296116829,0.20844364166259766,24.402707716354872,,
B,22,5,Manipulation,2,0.0,0.0,-1.1615163087844849,0.0,0,-3.217423915863037,-2.0559076070785522,nan,0.10914013534784317,0.9855047438511801,0.008541824296116829,0.20844364166259766,24.402707716354872,,
B,22,5,Manipulation,13,1.0,1.0,2.1431751251220703,0.0,0,-3.217423915863037,-5.360599040985107,-1.5012417222226673,0.14220431447029114,0.9957689646844545,0.008541824296116829,0.20844364166259766,24.402707716354872,,
C,22,5,Manipulation,2,0.0,0.0,-1.1615163087844849,0.0,0,-1.3169348239898682,-0.1554185152053833,nan,0.10914013534784317,-0.8883085654038163,0.008541824296116829,0.20844364166259766,24.402707716354872,0.28783879063046824,False
C,22,5,Manipulation,13,1.0,1.0,2.1431751251220703,0.0,0,-1.3169348239898682,-3.4601099491119385,-0.6144784010195428,0.14220431447029114,-0.9112799862520413,0.008541824296116829,0.20844364166259766,24.402707716354872,0.28783879063046824,False
0,22,5,Replay,1,1.0,1.0,2.561178684234619,0.0,0,-5.614655494689941,-8.17583417892456,-2.192215455036797,0.12357047945261002,-0.9013016054301999,0.019247326999902725,0.1810726374387741,9.407677099250677,,
0,22,5,Replay,4,0.9921171171171171,0.9944700460829493,2.19563364982605,0.0,0,-5.614655494689941,-7.810289144515991,-2.557191403554398,0.1700313240289688,-0.7512498082057079,0.019247326999902725,0.1810726374387741,9.407677099250677,,
0,22,5,Replay,10,0.9111807732497388,0.9096774193548387,0.6253974437713623,0.0,0,-5.614655494689941,-6.240052938461304,-8.977739756708361,0.12458053976297379,-0.8888427805018557,0.019247326999902725,0.1810726374387741,9.407677099250677,,
A,22,5,Replay,1,1.0,1.0,2.561178684234619,0.0,0,-2.810359239578247,-5.371537923812866,-1.097291359200146,0.12357047945261002,0.9809164252002297,0.019247326999902725,0.1810726374387741,9.407677099250677,,
A,22,5,Replay,4,0.9921171171171171,0.9944700460829493,2.19563364982605,0.0,0,-2.810359239578247,-5.005992889404297,-1.2799763930566919,0.1700313240289688,0.9912907693698124,0.019247326999902725,0.1810726374387741,9.407677099250677,,
A,22,5,Replay,10,0.9111807732497388,0.9096774193548387,0.6253974437713623,0.0,0,-2.810359239578247,-3.4357566833496094,-4.4937171834774565,0.12458053976297379,0.9880701744828568,0.019247326999902725,0.1810726374387741,9.407677099250677,,
B,22,5,Replay,1,1.0,1.0,2.561178684234619,0.0,0,-3.3091888427734375,-5.870367527008057,-1.2920569982653722,0.12357047945261002,0.9809164252002297,0.019247326999902725,0.1810726374387741,9.407677099250677,,
B,22,5,Replay,4,0.9921171171171171,0.9944700460829493,2.19563364982605,0.0,0,-3.3091888427734375,-5.504822492599487,-1.5071680300744206,0.1700313240289688,0.9912907693698124,0.019247326999902725,0.1810726374387741,9.407677099250677,,
B,22,5,Replay,10,0.9111807732497388,0.9096774193548387,0.6253974437713623,0.0,0,-3.3091888427734375,-3.9345862865448,-5.291337333932622,0.12458053976297379,0.9880701744828568,0.019247326999902725,0.1810726374387741,9.407677099250677,,
C,22,5,Replay,1,1.0,1.0,2.561178684234619,0.8543778801843318,1,0.28261861205101013,-2.278560072183609,0.11034708893630656,0.12357047945261002,-0.9013016054301999,0.019247326999902725,0.1810726374387741,9.407677099250677,0.3208059092388724,False
C,22,5,Replay,4,0.9921171171171171,0.9944700460829493,2.19563364982605,0.8543778801843318,1,0.28261861205101013,-1.9130150377750397,0.1287184736276021,0.1700313240289688,-0.7512498082057079,0.019247326999902725,0.1810726374387741,9.407677099250677,0.3208059092388724,False
C,22,5,Replay,10,0.9111807732497388,0.9096774193548387,0.6253974437713623,0.8543778801843318,1,0.28261861205101013,-0.3427788317203522,0.4519024100046243,0.12458053976297379,-0.8888427805018557,0.019247326999902725,0.1810726374387741,9.407677099250677,0.3208059092388724,False
0,22,10,Manipulation,2,0.0,0.0,-2.248208522796631,0.0,0,-8.831462860107422,-6.583254337310791,nan,0.10296596586704254,-0.7942957516361688,0.00787550862878561,0.21041128039360046,26.71716714581843,,
0,22,10,Manipulation,13,0.20896010464355788,0.24871531346351491,-0.19876763224601746,0.0,0,-8.831462860107422,-8.632695227861404,nan,0.1299532800912857,-0.8893852599138258,0.00787550862878561,0.21041128039360046,26.71716714581843,,
A,22,10,Manipulation,2,0.0,0.0,-2.248208522796631,0.0,0,-6.407836437225342,-4.159627914428711,nan,0.10296596586704254,0.9816267683193531,0.00787550862878561,0.21041128039360046,26.71716714581843,,
A,22,10,Manipulation,13,0.20896010464355788,0.24871531346351491,-0.19876763224601746,0.0,0,-6.407836437225342,-6.209068804979324,nan,0.1299532800912857,0.9942910999177983,0.00787550862878561,0.21041128039360046,26.71716714581843,,
B,22,10,Manipulation,2,0.0,0.0,-2.248208522796631,0.0,0,-6.101207733154297,-3.852999210357666,nan,0.10296596586704254,0.9816267683193531,0.00787550862878561,0.21041128039360046,26.71716714581843,,
B,22,10,Manipulation,13,0.20896010464355788,0.24871531346351491,-0.19876763224601746,0.0,0,-6.101207733154297,-5.902440100908279,nan,0.1299532800912857,0.9942910999177983,0.00787550862878561,0.21041128039360046,26.71716714581843,,
C,22,10,Manipulation,2,0.0,0.0,-2.248208522796631,0.0,0,-1.8141297101974487,0.43407881259918213,nan,0.10296596586704254,-0.7942957516361688,0.00787550862878561,0.21041128039360046,26.71716714581843,0.29241009266654905,False
C,22,10,Manipulation,13,0.20896010464355788,0.24871531346351491,-0.19876763224601746,0.0,0,-1.8141297101974487,-1.6153620779514313,nan,0.1299532800912857,-0.8893852599138258,0.00787550862878561,0.21041128039360046,26.71716714581843,0.29241009266654905,False
0,22,10,Replay,1,0.9977802441731409,0.9972350230414746,1.5567947626113892,0.0,0,-5.898033618927002,-7.454828381538391,-3.7885749365147903,0.116197369992733,-0.8806833344979766,0.018932363018393517,0.1818622350692749,9.605892032209015,,
0,22,10,Replay,4,0.9921171171171171,0.9944700460829493,1.601255178451538,0.0,0,-5.898033618927002,-7.49928879737854,-3.683381448689882,0.17428770661354065,-0.6869837139688398,0.018932363018393517,0.1818622350692749,9.605892032209015,,
0,22,10,Replay,10,0.44096133751306166,0.4894009216589862,-0.09104062616825104,0.0,0,-5.898033618927002,-5.806992992758751,nan,0.11546338349580765,-0.8040107495482589,0.018932363018393517,0.1818622350692749,9.605892032209015,,
A,22,10,Replay,1,0.9977802441731409,0.9972350230414746,1.5567947626113892,0.0,0,-3.4433720111846924,-5.0001667737960815,-2.211834272495067,0.116197369992733,0.9678480649943426,0.018932363018393517,0.1818622350692749,9.605892032209015,,
A,22,10,Replay,4,0.9921171171171171,0.9944700460829493,1.601255178451538,0.0,0,-3.4433720111846924,-5.0446271896362305,-2.150420531045237,0.17428770661354065,0.9926689279532489,0.018932363018393517,0.1818622350692749,9.605892032209015,,
A,22,10,Replay,10,0.44096133751306166,0.4894009216589862,-0.09104062616825104,0.0,0,-3.4433720111846924,-3.3523313850164413,nan,0.11546338349580765,0.9916842819572677,0.018932363018393517,0.1818622350692749,9.605892032209015,,
B,22,10,Replay,1,0.9977802441731409,0.9972350230414746,1.5567947626113892,0.0,0,-3.8734560012817383,-5.430250763893127,-2.4880967577154163,0.116197369992733,0.9678480649943426,0.018932363018393517,0.1818622350692749,9.605892032209015,,
B,22,10,Replay,4,0.9921171171171171,0.9944700460829493,1.601255178451538,0.0,0,-3.8734560012817383,-5.474711179733276,-2.4190123182161924,0.17428770661354065,0.9926689279532489,0.018932363018393517,0.1818622350692749,9.605892032209015,,
B,22,10,Replay,10,0.44096133751306166,0.4894009216589862,-0.09104062616825104,0.0,0,-3.8734560012817383,-3.7824153751134872,nan,0.11546338349580765,0.9916842819572677,0.018932363018393517,0.1818622350692749,9.605892032209015,,
C,22,10,Replay,1,0.9977802441731409,0.9972350230414746,1.5567947626113892,0.0,0,-0.32556086778640747,-1.8823556303977966,-0.20912253535611022,0.116197369992733,-0.8806833344979766,0.018932363018393517,0.1818622350692749,9.605892032209015,0.32206978309911743,False
C,22,10,Replay,4,0.9921171171171171,0.9944700460829493,1.601255178451538,0.0,0,-0.32556086778640747,-1.9268160462379456,-0.20331604366846429,0.17428770661354065,-0.6869837139688398,0.018932363018393517,0.1818622350692749,9.605892032209015,0.32206978309911743,False
C,22,10,Replay,10,0.44096133751306166,0.4894009216589862,-0.09104062616825104,0.0,0,-0.32556086778640747,-0.23452024161815643,nan,0.11546338349580765,-0.8040107495482589,0.018932363018393517,0.1818622350692749,9.605892032209015,0.32206978309911743,False
0,22,20,Manipulation,2,0.0,0.0,-3.0154290199279785,0.0,0,-12.33427906036377,-9.318850040435791,nan,0.09531083703041077,-0.8902573764838956,0.007408159784972668,0.1666790097951889,22.499381038364557,,
0,22,20,Manipulation,13,0.0,0.0,-1.5769683122634888,0.0,0,-12.33427906036377,-10.75731074810028,nan,0.12236395478248596,-0.9303725353021989,0.007408159784972668,0.1666790097951889,22.499381038364557,,
A,22,20,Manipulation,2,0.0,0.0,-3.0154290199279785,0.0,0,-10.633748054504395,-7.618319034576416,nan,0.09531083703041077,0.990532140790882,0.007408159784972668,0.1666790097951889,22.499381038364557,,
A,22,20,Manipulation,13,0.0,0.0,-1.5769683122634888,0.0,0,-10.633748054504395,-9.056779742240906,nan,0.12236395478248596,0.9971482727542544,0.007408159784972668,0.1666790097951889,22.499381038364557,,
B,22,20,Manipulation,2,0.0,0.0,-3.0154290199279785,0.0,0,-10.475972175598145,-7.460543155670166,nan,0.09531083703041077,0.990532140790882,0.007408159784972668,0.1666790097951889,22.499381038364557,,
B,22,20,Manipulation,13,0.0,0.0,-1.5769683122634888,0.0,0,-10.475972175598145,-8.899003863334656,nan,0.12236395478248596,0.9971482727542544,0.007408159784972668,0.1666790097951889,22.499381038364557,,
C,22,20,Manipulation,2,0.0,0.0,-3.0154290199279785,0.0,0,-2.3412749767303467,0.6741540431976318,nan,0.09531083703041077,-0.8902573764838956,0.007408159784972668,0.1666790097951889,22.499381038364557,0.334692121629104,False
C,22,20,Manipulation,13,0.0,0.0,-1.5769683122634888,0.0,0,-2.3412749767303467,-0.7643066644668579,nan,0.12236395478248596,-0.9303725353021989,0.007408159784972668,0.1666790097951889,22.499381038364557,0.334692121629104,False
0,22,20,Replay,1,0.9822419533851277,0.9520737327188941,0.4641663432121277,0.0,0,-6.878882884979248,-7.343049228191376,-14.819865734719038,0.10488177090883255,-0.8042431890842622,0.017318787053227425,0.16708414256572723,9.64756608255602,,
0,22,20,Replay,4,0.9887387387387387,0.9843317972350231,0.7112618088722229,0.0,0,-6.878882884979248,-7.590144693851471,-9.671379510572075,0.15963710844516754,-0.6952732918469056,0.017318787053227425,0.16708414256572723,9.64756608255602,,
0,22,20,Replay,10,0.0,0.0,-0.6051830649375916,0.0,0,-6.878882884979248,-6.2736998200416565,nan,0.10963520407676697,-0.6871071391506537,0.017318787053227425,0.16708414256572723,9.64756608255602,,
A,22,20,Replay,1,0.9822419533851277,0.9520737327188941,0.4641663432121277,0.0,0,-5.153920650482178,-5.618086993694305,-11.103606984547769,0.10488177090883255,0.9663409886717312,0.017318787053227425,0.16708414256572723,9.64756608255602,,
A,22,20,Replay,4,0.9887387387387387,0.9843317972350231,0.7112618088722229,0.0,0,-5.153920650482178,-5.865182459354401,-7.2461653166141975,0.15963710844516754,0.9894054879845624,0.017318787053227425,0.16708414256572723,9.64756608255602,,
A,22,20,Replay,10,0.0,0.0,-0.6051830649375916,0.0,0,-5.153920650482178,-4.548737585544586,nan,0.10963520407676697,0.9738680890427669,0.017318787053227425,0.16708414256572723,9.64756608255602,,
B,22,20,Replay,1,0.9822419533851277,0.9520737327188941,0.4641663432121277,0.0,0,-5.46949577331543,-5.933662116527557,-11.783482049700934,0.10488177090883255,0.9663409886717312,0.017318787053227425,0.16708414256572723,9.64756608255602,,
B,22,20,Replay,4,0.9887387387387387,0.9843317972350231,0.7112618088722229,0.0,0,-5.46949577331543,-6.180757582187653,-7.689848808257912,0.15963710844516754,0.9894054879845624,0.017318787053227425,0.16708414256572723,9.64756608255602,,
B,22,20,Replay,10,0.0,0.0,-0.6051830649375916,0.0,0,-5.46949577331543,-4.864312708377838,nan,0.10963520407676697,0.9738680890427669,0.017318787053227425,0.16708414256572723,9.64756608255602,,
C,22,20,Replay,1,0.9822419533851277,0.9520737327188941,0.4641663432121277,0.0,0,-0.7045363783836365,-1.1687027215957642,-1.5178532194042724,0.10488177090883255,-0.8042431890842622,0.017318787053227425,0.16708414256572723,9.64756608255602,0.31467627228302253,False
C,22,20,Replay,4,0.9887387387387387,0.9843317972350231,0.7112618088722229,0.0,0,-0.7045363783836365,-1.4157981872558594,-0.990544367201087,0.15963710844516754,-0.6952732918469056,0.017318787053227425,0.16708414256572723,9.64756608255602,0.31467627228302253,False
C,22,20,Replay,10,0.0,0.0,-0.6051830649375916,0.0,0,-0.7045363783836365,-0.09935331344604492,nan,0.10963520407676697,-0.6871071391506537,0.017318787053227425,0.16708414256572723,9.64756608255602,0.31467627228302253,False
0,22,30,Manipulation,2,0.0,0.0,-3.472870111465454,0.0,0,-12.67288589477539,-9.200015783309937,nan,0.09392062574625015,-0.8216316056961092,0.007137831766158342,0.13850486278533936,19.40433276138759,,
0,22,30,Manipulation,13,0.0,0.0,-2.1893904209136963,0.0,0,-12.67288589477539,-10.483495473861694,nan,0.11856009811162949,-0.9064377903510941,0.007137831766158342,0.13850486278533936,19.40433276138759,,
A,22,30,Manipulation,2,0.0,0.0,-3.472870111465454,0.0,0,-11.314565658569336,-7.841695547103882,nan,0.09392062574625015,0.9700413444105142,0.007137831766158342,0.13850486278533936,19.40433276138759,,
A,22,30,Manipulation,13,0.0,0.0,-2.1893904209136963,0.0,0,-11.314565658569336,-9.12517523765564,nan,0.11856009811162949,0.9907326419181451,0.007137831766158342,0.13850486278533936,19.40433276138759,,
B,22,30,Manipulation,2,0.0,0.0,-3.472870111465454,0.0,0,-11.282792091369629,-7.809921979904175,nan,0.09392062574625015,0.9700413444105142,0.007137831766158342,0.13850486278533936,19.40433276138759,,
B,22,30,Manipulation,13,0.0,0.0,-2.1893904209136963,0.0,0,-11.282792091369629,-9.093401670455933,nan,0.11856009811162949,0.9907326419181451,0.007137831766158342,0.13850486278533936,19.40433276138759,,
C,22,30,Manipulation,2,0.0,0.0,-3.472870111465454,0.0,0,-2.8903656005859375,0.5825045108795166,nan,0.09392062574625015,-0.8216316056961092,0.007137831766158342,0.13850486278533936,19.40433276138759,0.3315079497294043,False
C,22,30,Manipulation,13,0.0,0.0,-2.1893904209136963,0.0,0,-2.8903656005859375,-0.7009751796722412,nan,0.11856009811162949,-0.9064377903510941,0.007137831766158342,0.13850486278533936,19.40433276138759,0.3315079497294043,False
0,22,30,Replay,1,0.038845726970033294,0.026728110599078342,-0.1208927109837532,0.0,0,-7.0524821281433105,-6.931589417159557,nan,0.09802687168121338,-0.8197390691007713,0.015868613496422768,0.16553469002246857,10.431578666893913,,
0,22,30,Replay,4,0.7308558558558559,0.7880184331797235,0.25681522488594055,0.0,0,-7.0524821281433105,-7.309297353029251,-27.46130853914729,0.1461811363697052,-0.673257114419229,0.015868613496422768,0.16553469002246857,10.431578666893913,,
0,22,30,Replay,10,0.0,0.0,-0.9526529312133789,0.0,0,-7.0524821281433105,-6.099829196929932,nan,0.10243088752031326,-0.7237645595594313,0.015868613496422768,0.16553469002246857,10.431578666893913,,
A,22,30,Replay,1,0.038845726970033294,0.026728110599078342,-0.1208927109837532,0.0,0,-5.591781139373779,-5.470888428390026,nan,0.09802687168121338,0.9700665690610754,0.015868613496422768,0.16553469002246857,10.431578666893913,,
A,22,30,Replay,4,0.7308558558558559,0.7880184331797235,0.25681522488594055,0.0,0,-5.591781139373779,-5.84859636425972,-21.773557785981183,0.1461811363697052,0.9829718367894098,0.015868613496422768,0.16553469002246857,10.431578666893913,,
A,22,30,Replay,10,0.0,0.0,-0.9526529312133789,0.0,0,-5.591781139373779,-4.6391282081604,nan,0.10243088752031326,0.9524949244830329,0.015868613496422768,0.16553469002246857,10.431578666893913,,
B,22,30,Replay,1,0.038845726970033294,0.026728110599078342,-0.1208927109837532,0.0,0,-5.909114837646484,-5.788222126662731,nan,0.09802687168121338,0.9700665690610754,0.015868613496422768,0.16553469002246857,10.431578666893913,,
B,22,30,Replay,4,0.7308558558558559,0.7880184331797235,0.25681522488594055,0.0,0,-5.909114837646484,-6.165930062532425,-23.00920765219781,0.1461811363697052,0.9829718367894098,0.015868613496422768,0.16553469002246857,10.431578666893913,,
B,22,30,Replay,10,0.0,0.0,-0.9526529312133789,0.0,0,-5.909114837646484,-4.9564619064331055,nan,0.10243088752031326,0.9524949244830329,0.015868613496422768,0.16553469002246857,10.431578666893913,,
C,22,30,Replay,1,0.038845726970033294,0.026728110599078342,-0.1208927109837532,0.0,0,-1.0748761892318726,-0.9539834782481194,nan,0.09802687168121338,-0.8197390691007713,0.015868613496422768,0.16553469002246857,10.431578666893913,0.3076003507228398,False
C,22,30,Replay,4,0.7308558558558559,0.7880184331797235,0.25681522488594055,0.0,0,-1.0748761892318726,-1.331691414117813,-4.185406802533836,0.1461811363697052,-0.673257114419229,0.015868613496422768,0.16553469002246857,10.431578666893913,0.3076003507228398,False
C,22,30,Replay,10,0.0,0.0,-0.9526529312133789,0.0,0,-1.0748761892318726,-0.12222325801849365,nan,0.10243088752031326,-0.7237645595594313,0.015868613496422768,0.16553469002246857,10.431578666893913,0.3076003507228398,False
0,22,45,Manipulation,2,0.0,0.0,-2.216007947921753,0.0,0,-11.586283683776855,-9.370275735855103,nan,0.08323866873979568,-0.755251642709326,0.006374131888151169,0.11810628324747086,18.52899897898533,,
0,22,45,Manipulation,13,0.0,0.0,-1.4788435697555542,0.0,0,-11.586283683776855,-10.107440114021301,nan,0.10546717047691345,-0.8099268674954129,0.006374131888151169,0.11810628324747086,18.52899897898533,,
A,22,45,Manipulation,2,0.0,0.0,-2.216007947921753,0.0,0,-10.73785400390625,-8.521846055984497,nan,0.08323866873979568,0.9791748792964815,0.006374131888151169,0.11810628324747086,18.52899897898533,,
A,22,45,Manipulation,13,0.0,0.0,-1.4788435697555542,0.0,0,-10.73785400390625,-9.259010434150696,nan,0.10546717047691345,0.9935853656041383,0.006374131888151169,0.11810628324747086,18.52899897898533,,
B,22,45,Manipulation,2,0.0,0.0,-2.216007947921753,0.0,0,-10.740457534790039,-8.524449586868286,nan,0.08323866873979568,0.9791748792964815,0.006374131888151169,0.11810628324747086,18.52899897898533,,
B,22,45,Manipulation,13,0.0,0.0,-1.4788435697555542,0.0,0,-10.740457534790039,-9.261613965034485,nan,0.10546717047691345,0.9935853656041383,0.006374131888151169,0.11810628324747086,18.52899897898533,,
C,22,45,Manipulation,2,0.0,0.0,-2.216007947921753,0.0,0,-1.8232208490371704,0.3927870988845825,nan,0.08323866873979568,-0.755251642709326,0.006374131888151169,0.11810628324747086,18.52899897898533,0.3172802824789034,False
C,22,45,Manipulation,13,0.0,0.0,-1.4788435697555542,0.0,0,-1.8232208490371704,-0.3443772792816162,nan,0.10546717047691345,-0.8099268674954129,0.006374131888151169,0.11810628324747086,18.52899897898533,0.3172802824789034,False
0,22,45,Replay,1,0.0,0.0,-0.31558287143707275,0.0,0,-7.667122840881348,-7.351539969444275,nan,0.08871959894895554,-0.7201113922063191,0.014228170737624168,0.13291555643081665,9.341717841446918,,
0,22,45,Replay,4,0.9448198198198198,0.9548387096774194,0.0447121188044548,0.0,0,-7.667122840881348,-7.7118349596858025,-171.4775109274725,0.12804462015628815,-0.5752142683768654,0.014228170737624168,0.13291555643081665,9.341717841446918,,
0,22,45,Replay,10,0.0,0.0,-0.8720195293426514,0.0,0,-7.667122840881348,-6.795103311538696,nan,0.0967021957039833,-0.6371845941881292,0.014228170737624168,0.13291555643081665,9.341717841446918,,
A,22,45,Replay,1,0.0,0.0,-0.31558287143707275,0.0,0,-6.811709880828857,-6.496127009391785,nan,0.08871959894895554,0.9549830409897752,0.014228170737624168,0.13291555643081665,9.341717841446918,,
A,22,45,Replay,4,0.9448198198198198,0.9548387096774194,0.0447121188044548,0.0,0,-6.811709880828857,-6.856421999633312,-152.34594250877205,0.12804462015628815,0.9851928082124232,0.014228170737624168,0.13291555643081665,9.341717841446918,,
A,22,45,Replay,10,0.0,0.0,-0.8720195293426514,0.0,0,-6.811709880828857,-5.939690351486206,nan,0.0967021957039833,0.9600461864839532,0.014228170737624168,0.13291555643081665,9.341717841446918,,
B,22,45,Replay,1,0.0,0.0,-0.31558287143707275,0.0,0,-6.974780559539795,-6.659197688102722,nan,0.08871959894895554,0.9549830409897752,0.014228170737624168,0.13291555643081665,9.341717841446918,,
B,22,45,Replay,4,0.9448198198198198,0.9548387096774194,0.0447121188044548,0.0,0,-6.974780559539795,-7.01949267834425,-155.99306733915898,0.12804462015628815,0.9851928082124232,0.014228170737624168,0.13291555643081665,9.341717841446918,,
